"Objektart","Strassenart","Unfallschwere","Unfalltyp","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
"FussgängerIn","Autostrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit leicht Verletzten","Fussgängerunfall",1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,0,2
"FussgängerIn","Autostrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit leicht Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit leicht Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Fussgängerunfall",0,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Autostrasse","Unfall mit schwer Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Fussgängerunfall",81,52,60,55,46,46,37,43,47,39,35,27,47,29,25,34,11,22,35,17,20,16,15,18,22
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Schleuder-, Selbstunfall",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit Getöteten","Ueberholunfall",2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Auffahrunfall",3,10,2,3,2,3,2,5,2,0,4,3,5,4,2,9,5,4,4,0,3,4,5,4,1
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",0,4,2,0,2,0,1,3,4,1,0,0,1,0,0,2,0,0,3,2,2,7,0,0,8
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",3,0,0,1,1,0,1,0,0,2,1,1,0,0,0,0,0,2,1,0,1,3,5,2,3
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Fussgängerunfall",534,481,492,441,383,391,418,393,395,357,338,329,340,322,324,308,335,308,304,266,311,261,275,309,269
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",1,0,1,0,0,5,0,3,2,1,0,0,3,5,3,2,6,3,2,13,6,4,14,13,18
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Tierunfall",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit leicht Verletzten","Ueberholunfall",0,3,0,1,5,0,0,0,0,0,0,2,0,0,0,1,3,0,2,1,0,0,0,2,0
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Auffahrunfall",0,1,1,0,1,1,1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0,0,3
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,1,0,0,2,2,2,3,1,1,0,1,0,0,1,1,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Fussgängerunfall",495,415,306,357,318,288,279,250,221,263,212,169,204,189,228,157,174,139,166,150,178,141,126,114,138
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",2,0,1,1,2,2,1,0,0,2,2,0,0,0,3,1,1,0,4,5,8,2,1,6,5
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Hauptstrasse","Unfall mit schwer Verletzten","Ueberholunfall",2,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Fussgängerunfall",47,33,27,22,18,32,23,39,21,15,9,21,19,10,17,7,11,15,6,12,27,17,5,16,3
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit Getöteten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Auffahrunfall",1,2,2,2,1,0,3,1,0,2,4,1,0,4,5,1,3,0,1,1,1,3,2,1,1
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",2,0,0,0,0,2,1,2,1,1,2,2,0,0,0,0,0,0,1,6,1,3,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",1,3,0,0,0,2,3,3,5,8,5,0,9,5,2,2,0,3,4,9,9,9,6,8,16
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",4,4,5,7,1,5,1,9,8,7,13,0,3,2,0,1,0,3,4,11,6,2,3,5,3
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Fussgängerunfall",626,543,583,539,523,513,524,528,573,452,488,481,517,478,420,424,421,382,389,379,328,398,368,328,372
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",7,2,3,1,9,5,3,1,3,4,6,4,7,1,3,8,3,4,12,31,19,15,21,27,41
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Tierunfall",0,0,2,2,0,6,1,3,1,3,0,0,0,2,1,0,1,3,1,1,5,1,0,2,1
"FussgängerIn","Nebenstrasse","Unfall mit leicht Verletzten","Ueberholunfall",4,3,3,0,2,2,0,0,2,2,1,1,0,2,1,0,0,0,1,1,1,0,1,0,0
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,2,2,0,1,0,1,1,0,0,0,1,0,0,0,0,0,3,1,1,0,0,3
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",2,5,2,1,3,0,3,1,0,1,11,0,2,0,1,0,0,1,0,3,7,3,2,2,1
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",1,1,4,0,0,2,2,2,7,8,4,0,1,1,0,0,0,0,2,2,3,1,5,4,0
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Fussgängerunfall",493,392,347,383,344,315,292,338,284,312,263,207,208,178,221,221,154,195,173,190,176,210,180,160,159
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",1,4,2,0,0,2,1,2,0,0,2,0,4,2,3,3,0,5,8,9,10,14,9,8,23
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Tierunfall",0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,2,0,0,2,0
"FussgängerIn","Nebenstrasse","Unfall mit schwer Verletzten","Ueberholunfall",0,1,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit Getöteten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit leicht Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autobahn","Unfall mit schwer Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit Getöteten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit leicht Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Beim Richtungswechsel (mit Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Fussgängerunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Schleuder-, Selbstunfall",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Autostrasse","Unfall mit schwer Verletzten","Ueberholunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Auffahrunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Beim Kreuzen (in Längsrichtung)",0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,2,0,0,0,1,3,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Beim Queren (ohne Abbiegen)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Beim Richtungswechsel (mit Abbiegen)",0,1,0,0,0,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Beim Vorbeifahren, Fahrstreifenwechsel",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Fussgängerunfall",0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Schleuder-, Selbstunfall",0,0,2,0,0,2,0,0,1,3,2,5,4,6,4,0,1,0,2,3,1,1,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Tierunfall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit Getöteten","Ueberholunfall",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Auffahrunfall",4,13,15,7,16,26,31,45,82,65,91,80,74,57,68,52,50,39,65,75,60,66,66,75,69
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Beim Kreuzen (in Längsrichtung)",3,3,0,1,4,2,4,11,8,8,7,13,7,7,5,9,3,3,2,7,8,3,6,4,1
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Beim Queren (ohne Abbiegen)",6,10,4,3,13,17,21,10,8,11,16,21,23,11,4,8,17,7,4,15,7,7,5,3,3
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Beim Richtungswechsel (mit Abbiegen)",26,24,23,10,10,27,49,94,100,105,149,112,81,64,52,45,39,29,33,48,45,29,21,24,23
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Beim Vorbeifahren, Fahrstreifenwechsel",2,5,2,3,2,2,9,16,12,13,17,12,8,7,4,8,5,3,3,10,8,7,4,4,14
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Fussgängerunfall",1,6,1,5,7,7,10,9,16,16,19,8,10,5,14,5,6,7,9,10,9,5,0,7,0
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Schleuder-, Selbstunfall",13,14,18,16,22,22,40,72,92,126,120,141,107,93,99,85,80,57,71,99,104,98,127,85,102
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Tierunfall",0,1,0,0,0,0,1,0,1,3,2,2,0,0,1,2,2,1,0,0,6,2,0,5,0
"Kleinmotorrad","Hauptstrasse","Unfall mit leicht Verletzten","Ueberholunfall",5,4,9,9,5,17,11,11,16,17,18,20,21,14,13,26,12,4,10,10,2,7,6,12,4
